prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.Nf3 d5 3.Bf4 c5 4.e3 e6 5.c3 Bd6 6.Bb5+ Nc6 7.Bxc6+ bxc6 8.Bxd6 Qxd6 9.Qa4 O-O 10.O-O cxd4 11.cxd4 c5 12.Rc1 c4 13.b3 Bd7 14.Qa5 cxb3 15.axb3 Rfb8 16.Nbd2 Rb5 17.Qc7 Ne8 18.Qxd6 Nxd6 19.Ne5 Be8 20.Nd3 a5 21.f3 Rb7 22.Ra2 Rba7 23.Kf2 a4 24.Rca1 Nc8 25.h4 Kf8 26.g4 axb3 27.Rxa7 Rxa7 28.Rxa7 Nxa7 29.Nxb3 Nb5 30.Nbc5 Ke7 31.Nf4 h6 32.g5 hxg5 33.hxg5 Nc7 34.Nh5 Kf8 35.Nf4 Ke7 36.Nh5 Kf8 37.Nf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 cxd4 5.Nxd4 Nf6 6.O-O a6 7.Ba4 e6 8.c4 Be7 9.Nc3 O-O 10.Qe2 Qc7 11.f4 Nb6 12.Bb3 e5 13.Nf5 Bxf5 14.exf5 Rfe8 15.g4 exf4 16.Bxf4 Bf8 17.Qg2 Nxc4 18.g5 Nh5 19.Nd5 Qc5+ 20.Kh1 b5 21.g6 Rab8 22.Rad1 Nxf4 23.Rxf4 Re5 24.Rh4 Rxf5 25.Bc2 Qf2 26.gxf7+ Kxf7 27.Bxf5 Qxh4 28.Rf1 Kg8 29.Rf4 Qe1+ 30.Rf1 Qe5 31.Qh3 Qxd5+ 32.Rf3 Qd1+ 33.Rf1 Qd5+ 34.Rf3 Qd1+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.a4 Bb7 9.d3 d5 10.exd5 Nxd5 11.Nbd2 f6 12.c3 Kh8 13.axb5 axb5 14.Rxa8 Bxa8 15.Ne4 b4 16.d4 bxc3 17.bxc3 exd4 18.Nxd4 Nxd4 19.cxd4 Bb4 20.Bd2 Bxd2 21.Qxd2 Re8 22.h3 Nb6 23.Nc5 Bd5 24.Bxd5 Nxd5 25.Ne6 Qd7 26.Nc5 Qf7 27.Re2 Rb8 28.Re1 Re8 29.Re4 Rxe4 30.Nxe4 h6 31.Nc3 Qe6 32.Nxd5 Qxd5 33.Qe3 Kg8 34.Qe8+ Kh7 35.Qe3 c6 36.h4 Kg6 37.Qe8+ Kh7 38.h5 Qxd4 39.Qg6+ Kg8 40.Qe8+ Kh7 41.Qg6+ Kg8 42.Qe8+ Kh7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.f3 d5 4.cxd5 Nxd5 5.e4 Nb6 6.Nc3 Bg7 7.Be3 O-O 8.Qd2 Nc6 9.O-O-O f5 10.e5 f4 11.Bf2 Nb4 12.a3 a5 13.h4 Be6 14.Nh3 Na2+ 15.Nxa2 Bxa2 16.d5 Qxd5 17.Qxd5+ Nxd5 18.Re1 Rf5 19.Bd3 Rxe5 20.Rxe5 Bxe5 21.h5 gxh5 22.Ng5 Nf6 23.Nxh7 Rd8 24.Bc2 Bf7 25.Ng5 Bd4 26.Be1 b6 27.Bh4 Be3+ 28.Kb1 Rd2 29.Nxf7 Kxf7 30.Bxf6 Kxf6 31.Rxh5 Rxg2 32.Rh6+ Ke5 33.Rh5+ Kd6 34.Rh6+ Ke5 35.Rh5+ Kd6 36.Rh6+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 b6 2.Nc3 Bb7 3.g3 c5 4.Bg2 g6 5.d4 cxd4 6.Qxd4 Nf6 7.Nge2 Bg7 8.O-O O-O 9.Qd1 Nc6 10.Nd5 e6 11.Nxf6+ Bxf6 12.Re1 Qe7 13.Nf4 Rfd8 14.e5 Bg7 15.Nd3 d6 16.exd6 Rxd6 17.Bf4 Rd7 18.Qg4 h5 19.Qg5 Qxg5 20.Bxg5 Nd4 21.Rac1 Bxg2 22.Kxg2 Nxc2 23.Rxc2 Rxd3 24.Rec1 Rd5 25.Be3 Bd4 26.Bxd4 Rxd4 27.Rc7 Rd5 28.R1c3 a5 29.Rb7 b5 30.Rf3 Rf8 31.a3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.d4 Nxd4 9.Nxd4 exd4 10.e5 Ne8 11.Qxd4 Bb7 12.c4 bxc4 13.Qxc4 d5 14.exd6 Nxd6 15.Qg4 Nb5 16.Nc3 Nxc3 17.bxc3 Bd6 18.Bf4 Qf6 19.Bxd6 cxd6 20.Rad1 Rad8 21.Re3 Rfe8 22.Rde1 Rxe3 23.Rxe3 g6 24.h4 h5 25.Qb4 Rd7 26.Rd3 Re7 27.Qd4 Re1+ 28.Kh2 Qe7 29.Re3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 a6 6.Bc4 b5 7.Bb3 e6 8.Ne5 Bb7 9.Bf4 Qb6 10.a4 Bb4 11.O-O O-O 12.Ne2 Bd6 13.c4 bxc4 14.Bxc4 Nbd7 15.a5 Qa7 16.Nc3 Rad8 17.Be3 Qb8 18.Nf3 c5 19.dxc5 Nxc5 20.Qe2 Bxf3 21.Qxf3 Bxh2+ 22.Kh1 Bd6 23.Rad1 Qb4 24.Be2 Qxa5 25.Rd4 Be7 26.b4 Qa3 27.Rxd8 Rxd8 28.Bxc5 Bxc5 29.bxc5 Qxc5 30.Ne4 Nxe4 31.Qxe4 a5 32.Qe3 Qxe3 33.fxe3 a4 34.Ra1 Ra8 35.Ra3 g6 36.Bd1 Kg7 37.Rxa4 Rxa4 38.Bxa4 f5 39.Kh2 Kf6 40.Kg3 g5 41.Kf3 h5 42.Be8 h4 43.g3 g4+ 44.Kg2 hxg3 45.Kxg3 Kg5 46.Bd7 e5 47.Bc8 f4+ 48.exf4+ exf4+ 49.Kg2 Kh4 50.Bb7 Kg5 51.Bc8 f3+ 52.Kg3 f2 53.Kxf2 Kf4 54.Bxg4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 Bg4 7.Qb3 Qc8 8.Nd2 e6 9.Ngf3 Be7 10.O-O Bh5 11.Rae1 Bg6 12.Bxg6 hxg6 13.h4 a6 14.a4 Nh5 15.Bh2 Nf6 16.Bf4 Nh5 17.Bh2 Nf6 18.Bf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.a4 b4 9.a5 O-O 10.Nbd2 Rb8 11.Re1 Be6 12.Bxe6 fxe6 13.Nb3 Qc8 14.Qe2 Nd8 15.d4 exd4 16.Nbxd4 c5 17.Nb3 e5 18.Nbd2 Ne6 19.Nc4 Nd4 20.Nxd4 cxd4 21.Nb6 Qc6 22.Bg5 Bd8 23.Bxf6 Bxb6 24.axb6 Rxf6 25.Rxa6 h6 26.Qd3 Rxb6 27.Rea1 Rxa6 28.Rxa6 Qc5 29.Ra8+ Kh7 30.h3 b3 31.Qxb3 d3 32.cxd3 Qxf2+ 33.Kh2 Qf4+ 34.Kh1 Qc1+ 35.Kh2 Qf4+ 36.Kh1 Qg3 37.Qg8+ Kg6 38.Rf8 Qxd3 39.Rxf6+ Kxf6 40.Qf8+ Ke6 41.Qe8+ Kf6 42.Qf8+ Ke6 43.Qe8+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3 c5 6.e3 Nc6 7.Bd3 e5 8.Ne2 O-O 9.O-O d6 10.Ng3 Re8 11.d5 e4 12.Nxe4 Nxe4 13.dxc6 bxc6 14.f3 Nf6 15.e4 d5 16.cxd5 cxd5 17.exd5 Qxd5 18.Bb5 Rd8 19.Bg5 Be6 20.Qxd5 Bxd5 21.Rfd1 Bb3 22.Rxd8+ Rxd8 23.Be3 Nd5 24.Bxc5 Nxc3 25.Bf1 a5 26.Bb6 Ra8 27.Rc1 Na2 28.Rc7 a4 29.Bd3 h6 30.Be4 Rb8 31.Ba5 g6 32.g4 Be6 33.Bc2 Nc1 34.Bxa4 Ra8 35.Rxc1 Rxa5 36.Bc6 Rxa3 37.Kf2 g5 38.Kg3 Kg7 39.h4 Ra5 40.Be4 Kf6 41.Rc6 Kg7 42.Rc1 Kf6 43.Rc6 Kg7 44.Rc1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.Be3 exd4 8.Nxd4 Re8 9.f3 c6 10.Bf2 d5 11.exd5 cxd5 12.O-O Nc6 13.c5 a6 14.Qd2 Qa5 15.Rfe1 Qxc5 16.Ne6 Qa5 17.Nxg7 Kxg7 18.a3 d4 19.Bxd4 Nxd4 20.Qxd4 Rd8 21.Qe3 Bd7 22.Rad1 Be6 23.Rxd8 Rxd8 24.Rd1 Rxd1+ 25.Bxd1 Qd8 26.Be2 Qd6 27.f4 Bd7 28.Bf3 Bc6 29.Bxc6 Ng4 30.Qg3 Qc5+ 31.Kf1 Ne3+ 32.Ke2 Nf5 33.Qf2 Qxc6 34.g4 Qc4+ 35.Kd2 Nd4 36.Qe3 Nc6 37.Ne2 h5 38.h3 hxg4 39.hxg4 g5 40.fxg5 Qxg4 41.Qc3+ Kg8 42.Qf6 Qg2 43.Ke3 Qh3+ 44.Kd2 Qd7+ 45.Kc2 Ne7 46.Nc3 Ng6 47.b4 Nf8 48.Qe5 Qe6 49.Qxe6 Nxe6 50.Ne4 Kg7 51.a4 b6 52.Kc3 Kg6 53.Kc4 Nxg5 54.Nd6 f5 55.Nxf5 Kxf5 56.Kd5 Nf3 57.Kc6 b5 58.axb5 Nd4+ 59.Kc5 Nxb5 60.Kb6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Bg5 dxc4 6.a3 Bxc3+ 7.bxc3 c5 8.e3 cxd4 9.Bxf6 Qxf6 10.cxd4 O-O 11.Bxc4 b6 12.O-O Bb7 13.Qe2 Nd7 14.a4 Rfd8 15.Ba6 Bxa6 16.Qxa6 e5 17.a5 exd4 18.Nxd4 Nc5 19.Qb5 Rac8 20.axb6 axb6 21.Rab1 Rd6 22.Rfc1 Rcd8 23.h3 h5 24.Qe2 g6 25.Qf3 Kg7 26.Qxf6+ Rxf6 27.Rb5 Ra8 28.Rcb1 Ne4 29.R5b2 Ra3 30.g3 Ra5 31.Kg2 Rc5 32.g4 hxg4 33.hxg4 Nc3 34.Ra1 Ra5 35.Rc1 Rc5 36.f4 Nd5 37.Re1 Nxf4+ 38.exf4 Rxf4 39.Rb4 Rxg4+ 40.Kf3 Rgg5 41.Rxb6 Rge5 42.Rxe5 Rxe5 43.Rb7 Kf6 44.Nc6 Re6 45.Nd8 Re7 46.Rxe7 Kxe7 47.Nb7 Kf8 48.Kf4 Kg7 49.Ke5 Kh6 50.Kf6 g5 51.Nd6 g4 52.Nf5+ Kh5 53.Ng3+ Kh4 54.Ne4 g3 55.Nxg3 Kxg3 56.Kxf7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 d5 2.g3 Bg4 3.Bg2 c6 4.O-O e6 5.d3 Bd6 6.c4 Ne7 7.cxd5 exd5 8.Nc3 O-O 9.h3 Bh5 10.e4 Na6 11.exd5 cxd5 12.Re1 Nc6 13.d4 Nc7 14.a3 h6 15.b4 Rc8 16.Bb2 a6 17.Na4 a5 18.Nc5 axb4 19.axb4 Rb8 20.Qa4 Bxf3 21.Bxf3 Qf6 22.Qb3 Rfd8 23.Bg4 Nxd4 24.Bxd4 Qxd4 25.Red1 Qc4 26.Qxc4 dxc4 27.Nd7 Rxd7 28.Bxd7 Bxb4 29.Ra4 Bc5 30.Rxc4 b6 31.Kg2 g6 32.Bc6 Ne8 33.Rd7 Nf6 34.Ra7 Kg7 35.Ra8 Rxa8 36.Bxa8 h5 37.Ra4 Ng8 38.Bd5 Ne7 39.Ba2 Nc6 40.Ra8 Nb4 41.Bc4 Nc6 42.f4 Ne7 43.Kf3 Nf5 44.Ra7 Nd6 45.Bd5 Bd4 46.Rd7 Bc5 47.Ba2 Kf6 48.g4 hxg4+ 49.hxg4 Kg7 50.Rd8 Nb7 51.Rd7 Nd6 52.Ke2 Kf8 53.Kd3 Kg7 54.Bd5 Kf8 55.Rd8+ Kg7 56.Bc6 Kh7 57.g5 Kg7 58.Bd5 Kh7 59.Rd7 Kg7 60.Ke2 Kf8 61.Kf3 Ke8 62.Rc7 Bd4 63.Kg4 Be3 64.Bxf7+ Nxf7 65.Rc6 Bd4 66.Rxg6 b5 67.Rg8+ Kd7 68.f5 Be3 69.Rg7 Ke8 70.Rg8+ Kd7 71.Rg7 Ke8 72.g6 Nh6+ 73.Kf3 Nxf5 74.Rf7 Nh4+ 75.Kxe3 Nxg6 76.Rb7 b4 77.Ke4 b3 78.Rxb3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 Nf6 2.Nc3 c5 3.Nf3 Nc6 4.g3 g6 5.Bg2 d6 6.d4 cxd4 7.Nxd4 Bd7 8.Nc2 Bg7 9.b3 O-O 10.Bb2 Qa5 11.Qd2 Bf5 12.Rb1 d5 13.cxd5 Bxc2 14.Qxc2 Nxd5 15.Bxd5 Nb4 16.Qd2 Rad8 17.e4 e6 18.a3 exd5 19.axb4 Qxb4 20.e5 Bxe5 21.O-O d4 22.Ne4 Qxb3 23.Nc5 Qd5 24.Nd3 Bg7 25.Ra1 a6 26.Ra5 Qb3 27.Ra3 Qb5 28.Nf4 Rfe8 29.Rd3 Re4 30.Rd1 Qc4 31.Qa5 Qc8 32.Rc1 Qd7 33.Rc7 Qe8 34.Rxb7 Re5 35.Qc7 Re1+ 36.Kg2 g5 37.Nh3 Bf6 38.Rf3 g4 39.Rf4 gxh3+ 40.Kxh3 Re6 41.Rg4+ Bg7 42.Bxd4 Rh6+ 43.Kg2 Rg6 44.Rxg6 hxg6 45.Bxg7 Qe4+ 46.Kh3 Qf5+ 47.Kg2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.c3 O-O 9.Re1 Na5 10.Bc2 c5 11.d4 Nd7 12.dxc5 dxc5 13.Nbd2 Bb7 14.b3 Qc7 15.Nf1 Rfd8 16.Qe2 Nb6 17.Ne3 g6 18.h4 Nc6 19.h5 b4 20.c4 Nd4 21.Nxd4 exd4 22.Nd5 Nxd5 23.exd5 Bf6 24.Bd3 Qd7 25.Qf3 Bg7 26.Bg5 Re8 27.Qf4 Bf8 28.Bf6 Rxe1+ 29.Rxe1 Re8 30.Rxe8 Qxe8 31.Kf1 Bc8 32.Be5 Qd8 33.Bf6 Qd6 34.Qg5 h6 35.Qh4 Bg7 36.Be7 Qe5 37.hxg6 Bf5 38.gxf7+ Kxf7 39.Qh5+ Kxe7 40.Qxf5 Qxf5 41.Bxf5 Be5 42.g3 a5 43.Kg2 Kf6 44.Bd3 Bd6 45.Kh3 Kg5 46.f4+ Kf6 47.Kg4 Bc7 48.Kh4 Bd6 49.Kg4 Bc7 50.Kf3 Bd6 51.Ke4 Kg6 52.Be2 Kf6 53.Bh5 Bf8 54.Bg4 Bd6 55.Kd3 Bf8 56.Kc2 Kg6 57.Kb2 h5 58.Bd7 h4 59.gxh4 Kh5 60.Kc2 Kxh4 61.Kd3 Kg3 62.f5 Kf4 63.f6 Ke5 64.f7 Kf4 65.Be6 Bd6 66.Bd7 Bf8 67.Be6 Bd6 68.Ke2 Kg3 69.Kd3 Kf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.a3 d5 2.Nf3 a6 3.d4 Nf6 4.Bf4 e6 5.e3 Bd6 6.Nbd2 c5 7.Bxd6 Qxd6 8.dxc5 Qxc5 9.c4 O-O 10.Rc1 Rd8 11.Be2 dxc4 12.Rxc4 Qe7 13.O-O b5 14.Rc2 Bb7 15.Qc1 Nbd7 16.Nd4 Rac8 17.Bf3 Rxc2 18.Qxc2 Rc8 19.Qb1 Ne5 20.Bxb7 Qxb7 21.Rc1 h6 22.h3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d3 d6 6.c3 a6 7.a4 Ba7 8.Re1 h6 9.Nbd2 O-O 10.Nf1 Re8 11.Qb3 Qe7 12.a5 Rb8 13.Be3 Be6 14.Bxe6 Qxe6 15.Qxe6 Rxe6 16.Bxa7 Nxa7 17.Ne3 Rd8 18.b4 d5 19.Rad1 dxe4 20.dxe4 Rxd1 21.Rxd1 Nxe4 22.Rd8+ Kh7 23.Rd7 Nxc3 24.Rxc7 Nc6 25.Rxf7 e4 26.Nd2 Re7 27.Rxe7 Nxe7 28.Nec4 Nc6 29.Nd6 Nxb4 30.Nxb7 Nc6 31.Nc4 Ne2+ 32.Kf1 Ned4 33.Nc5 Kg6 34.Nxe4 Nb3 35.Ke2 Kf5 36.Kd3 Ncxa5 37.Nxa5 Nxa5 38.Nc5 Nc6 39.Nxa6 Ne5+ 40.Ke2 g5 41.Nc5 h5 42.Nd3 Ng4 43.h3 Nf6 44.Ke3 Nd5+ 45.Kd4 Ne7 46.Nb4 Ng6 47.Nd5 g4 48.Ke3 Nh4 49.Nf4 Kg5 50.Ke4 gxh3 51.gxh3 Kh6 52.Ne6 Kg6 53.Nf4+ Kg5 54.Nd5 Ng6 55.f4+ Kh4 56.f5 Nf8 57.Nf4 Nd7 58.Ng6+ Kxh3 59.Kf4 h4 60.Kg5 Nc5 61.Nxh4 Ne4+ 62.Kf4 Nd6 63.Nf3 Nxf5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4 7.Bg5 h6 8.Bh4 g5 9.Bg3 Bg7 10.h3 Ne5 11.f3 Nbc6 12.Bf2 Bd7 13.Qd2 Rc8 14.Be2 b5 15.h4 gxh4 16.Rxh4 Ng6 17.Rh1 b4 18.Nd5 e6 19.Nxc6 Bxc6 20.Nxb4 Bxb2 21.Rb1 Be5 22.Bxa6 Bb7 23.Bb5+ Kf8 24.Bd4 Bf4 25.Qe2 e5 26.Bf2 h5 27.a4 h4 28.Nd3 Qa5+ 29.Kf1 Kg7 30.c4 Bc6 31.Nxf4 Nxf4 32.Qe1 Qxe1+ 33.Bxe1 h3 34.gxh3 Nxh3 35.a5 Ba8 36.Rb2 Nf4 37.Rbh2 Rxh2 38.Rxh2 f5 39.Bb4 fxe4 40.Bxd6 Kf6 41.fxe4 Bxe4 42.a6 Bd3+ 43.Ke1 Bxc4 44.Bxc4 Rxc4 45.a7 Ra4 46.Rh7 Ke6 47.Bb8 Nd3+ 48.Kd2 e4 49.Ke3 Nc5 50.Rh6+ Kd5 51.Rh5+ Kc4 52.Bd6 Nb7 53.Bb8 Nc5 54.Bd6 Nb7 55.Bb8 Nc5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.f4 exf4 3.Nc3 Ne7 4.d4 d5 5.exd5 Nxd5 6.Nxd5 Qxd5 7.Bxf4 c5 8.Nf3 Nc6 9.Bd3 cxd4 10.O-O Be7 11.Qe1 O-O 12.Ne5 Nxe5 13.Bxe5 Bg5 14.Qg3 f6 15.Bf4 Bd7 16.Bxg5 Qxg5 17.Qxg5 fxg5 18.Bc4+ Kh8 19.Rxf8+ Rxf8 20.Rd1 Bf5 21.Rxd4 Bxc2 22.Bd5 b6 23.Bf3 Bf5 24.Ra4 Rf7 25.Rd4 g6 26.a3 h5 27.Rd6 Kg7 28.Bd5 Rc7 29.Bb3 h4 30.g3 h3 31.Kf2 Rc1 32.Rd1 Rc7 33.Rd2 Kf6 34.Ke3 Re7+ 35.Kf2 Rc7 36.Rd6+ Ke5 37.Rd5+ Kf6 38.Rd6+ Ke5 39.Rd5+ Kf6 40.Rd2 Ke5 41.Ke3 Re7 42.Kf2 Rc7 43.Rd5+ Kf6 44.Rd6+ Ke5 45.Rd5+ Kf6 46.Rd6+ Ke5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.Nc3 d6 6.Na4 Bb6 7.O-O Bd7 8.c3 Ne7 9.Nxb6 axb6 10.Bxd7+ Qxd7 11.Bg5 Ng6 12.Bxf6 gxf6 13.Nd2 f5 14.Nc4 f4 15.Qh5 O-O 16.d4 Rae8 17.Rfe1 f5 18.dxe5 b5 19.Nd2 Nxe5 20.Qh3 fxe4 21.Qxd7 Nxd7 22.Nxe4 d5 23.Rad1 Re5 24.Nd2 Rfe8 25.Nf3 Rxe1+ 26.Nxe1 Nc5 27.Kf1 c6 28.Nd3 Nxd3 29.Rxd3 Re5 30.Rd4 Rh5 31.Rxf4 Rxh2 32.Kg1 Rh6 33.f3 Re6 34.Kf2 Kg7 35.Rh4 h6 36.a3 Rd6 37.g3 Rd8 38.Rh1 d4 39.cxd4 Rxd4 40.Ke3 Rd7 41.Rh4 c5 42.Rh2 Re7+ 43.Kf4 Rd7 44.g4 b4 45.axb4 Rd4+ 46.Ke5 Rxb4 47.Rd2 c4 48.f4 Rb3 49.f5 Rd3 50.Re2 b5 51.Ke6 c3 52.bxc3 Rxc3 53.Rb2 Rc6+ 54.Kd5 Rc4 55.Rxb5 Rxg4 56.Ke5 Ra4 57.Rb7+ Kf8 58.Rb8+ Kf7 59.Rb7+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 5.Nxd4 Bg7 6.Be3 Nf6 7.Bc4 O-O 8.Bb3 d6 9.h3 Na5 10.O-O b6 11.Qd2 Bb7 12.f3 Rc8 13.Bh6 Bxh6 14.Qxh6 e5 15.Nde2 b5 16.a3 Nxb3 17.cxb3 d5 18.exd5 Nxd5 19.Kh1 Qb6 20.Ne4 f6 21.Rfc1 Ne7 22.Rxc8 Rxc8 23.Rc1 Bxe4 24.fxe4 Rxc1+ 25.Qxc1 a6 26.Qd1 Kf7 27.b4 Qe6 28.Nc3 Nc6 29.Nd5 Qd6 30.Qc1 Ne7 31.Qc7 Qxc7 32.Nxc7 Nc8 33.Nxa6 Nd6 34.Nc7 Ke7 35.Nd5+ Ke6 36.Nc3 f5 37.Kg1 f4 38.b3 Kd7 39.a4 g5 40.Kf2 h5 41.Kf3 Kc6 42.Nd5 g4+ 43.hxg4 hxg4+ 44.Kxg4 Nxe4 45.Ne7+ Kd6 46.Ng6 Nf6+ 47.Kf5 Nd5 48.Nxe5 bxa4 49.bxa4 Nxb4 50.Ng6 Nd5 51.Nxf4 Ne3+ 52.Ke4 Nxg2 53.Nxg2 Kc5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.O-O Bd7 5.Re1 Nf6 6.h3 a6 7.Bf1 g5 8.d4 g4 9.d5 gxf3 10.dxc6 Bxc6 11.Qxf3 Rg8 12.Nc3 Rg6 13.Nd5 e5 14.b4 cxb4 15.Nxb4 Bd7 16.c4 Qc8 17.Kh2 Bh6 18.Rb1 Kf8 19.Nd5 Nxd5 20.Bxh6+ Rxh6 21.exd5 b5 22.cxb5 axb5 23.Bxb5 Bxb5 24.Rxb5 Rxa2 25.Reb1 Kg7 26.Rb8 Qc2 27.R1b7 Qg6 28.Rb4 Qh5 29.Qxh5 Rxh5 30.Rg4+ Kf6 31.Rb6 Rxf2 32.Rxd6+ Ke7 33.Ra6 Rd2 34.Ra7+ Kf6 35.Ra6+ Kf5 36.Rg7 f6 37.d6 Rg5 38.Rxg5+ Kxg5 39.Kg3 h5 40.Kf3 h4 41.Ke3 Rd4 42.Ra8 Rxd6 43.Rg8+ Kf5 44.Rg4 Rd4 45.Rg8 Ra4 46.Rh8 Kg6 47.Rg8+ Kf7 48.Rh8 Ke7 49.Rh7+ Ke6 50.Rh6 Rb4 51.Kf3 Rc4 52.Ke3 Rf4 53.Rh8 Rc4 54.Rh6 Rb4 55.Kf3 Kf5 56.Rh5+ Kg6 57.Rh8 f5 58.Ke3 Kg5 59.Rg8+ Kf6 60.Rf8+ Ke6 61.Re8+ Kd6 62.Rd8+ Ke7 63.Rh8 Re4+ 64.Kf3 Rc4 65.Rh6 Kf7 66.Ke3 Kg7 67.Re6 Rc3+ 68.Kd2 Rc5 69.Ke3 Ra5 70.Kf3 Ra3+ 71.Kf2 e4 72.Rb6 Ra2+ 73.Kf1 e3 74.Re6 Rf2+ 75.Kg1 f4 76.Ra6 Kf7 77.Rb6 Ra2 78.Rb1 Kf6 79.Kf1 Rf2+ 80.Kg1 Rc2 81.Kf1 Ke5 82.Rb8 Rf2+ 83.Kg1 f3 84.gxf3 Rxf3 85.Kg2 Rf2+ 86.Kg1 Rf7 87.Rb2 Ke4 88.Kg2 Kd3 89.Rb3+ Kd2 90.Rb2+ Kc3 91.Ra2 Rg7+ 92.Kf1 Rg3 93.Ra4 Kd3 94.Ra3+ Ke4 95.Ra8 Rxh3 96.Re8+ Kf4 97.Rf8+ Kg5 98.Rg8+ Kf5 99.Rf8+ Ke5 100.Re8+ Kd4 101.Rd8+ Kc4 102.Ke2 Rg3 103.Rh8 h3 104.Rh4+ Kd5 105.Rh8 Ke5 106.Rh7 Kf5 107.Rh8 Kf6 108.Rh6+ Ke5 109.Rh8 Kd6 110.Rh6+ Ke7 111.Rh8 Kf7 112.Rh7+ Kg8 113.Rh6 Kg7 114.Rh4 Kf7 115.Rh7+ Ke6 116.Rh8 Kf5 117.Rf8+ Ke4 118.Re8+ Kd4 119.Rd8+ Kc3 120.Rc8+ Kb4 121.Rh8 Kb5 122.Rh4 Kc6 123.Rh8 Kc5 124.Rc8+ Kd5 125.Rd8+ Kc6 126.Rc8+ Kd7 127.Rh8 Ke7 128.Rh7+ Ke8 129.Rh8+ Ke7 130.Rh7+ Ke8 131.Rh8+ Kf7 132.Rh7+ 
